DATASET_DOMAINS
SEPARATOR COMMA
DATASET_LABEL,Domains
OHW99950.1,380
KKY32692.1,318
XP_025429742.1,385
KAF2026977.1,316
KAH7024265.1,395
KAG2421845.1,377
KAF2157468.1,389
KAF9698144.1,384
XP_025437742.1,385
XP_036587720.1,377
KAH8901945.1,396
KAJ4380976.1,384
XP_040802077.1,385
KAF2112630.1,371
XP_038747759.1,410,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|27|#eebe41|SignalP-noTM_SignalP-noTM,HH|108|345|#7df62d|PF00264_Common central domain of tyrosinase
XP_049175341.1,368
XP_020058110.1,385
KAJ4364847.1,385
KAF2205269.1,371
KAG7109899.1,368
KAI8951657.1,361
KFY90704.1,392
KAI7542969.1,387
KAI8942273.1,386
KAF1937117.1,527,HH|382|511|#4227bf|PF13577_SnoaL-like domain,RE|1|19|#27220e|SignalP-TM_SignalP-TM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|100|326|#7df62d|PF00264_Common central domain of tyrosinase
CCF40685.1,264
KAG9598220.1,390
KFY24846.1,385
XP_056073620.1,382
KAH7125506.1,372
RWA07012.1,369
KAI0410943.1,369
CRK10088.1,381
KAF1916616.1,359
PSN67571.1,383,RE|1|26|#27220e|SignalP-TM_SignalP-TM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|26|#eebe41|SignalP-noTM_SignalP-noTM,HH|93|324|#7df62d|PF00264_Common central domain of tyrosinase
KAI0148873.1,384
KAF1834931.1,397,RE|1|24|#27220e|SignalP-TM_SignalP-TM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|101|339|#7df62d|PF00264_Common central domain of tyrosinase
KAF9737542.1,374
XP_030991802.1,626,RE|1|31|#27220e|SignalP-TM_SignalP-TM,RE|1|29|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|29|#eebe41|SignalP-noTM_SignalP-noTM,HH|122|356|#7df62d|PF00264_Common central domain of tyrosinase,EL|5|27|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
KAF2735935.1,357
KAF2736727.1,387
POS79013.1,395
KAK2625828.1,386,HH|93|324|#7df62d|PF00264_Common central domain of tyrosinase
KXS97306.1,391
KAG9197195.1,384
USP79005.1,384
KAI0393896.1,393
XP_007691833.1,394
GES57103.1,379
KAF2686250.1,373
KAH8885433.1,308
KAF2997425.1,262
KAH0013435.1,390
XP_007417973.1,321,HH|34|263|#7df62d|PF00264_Common central domain of tyrosinase
PVH95373.1,359
KAK0628267.1,372
KAH4206903.1,384
KAI7208316.1,387
KAF2458430.1,380,HH|89|322|#7df62d|PF00264_Common central domain of tyrosinase
KAF2228226.1,394
XP_045993767.1,384
XP_033555733.1,395
KAH5351868.1,384
XP_052953822.1,383
KAJ0415372.1,383
XP_001803687.1,397
QDS78183.1,399,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|105|341|#7df62d|PF00264_Common central domain of tyrosinase
KFY33860.1,397
KAH3906024.1,384
KAH8887627.1,373
RXG46546.1,381
KAH7378447.1,383
XP_046022928.1,480,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|98|335|#7df62d|PF00264_Common central domain of tyrosinase
XP_001728263.1,396
KAG7116917.1,381
XP_035354775.1,383
KAG0146059.1,321,HH|34|263|#7df62d|PF00264_Common central domain of tyrosinase
XP_025477532.1,383
RBQ78445.1,381
OJZ90143.1,383
XP_014078689.1,392
XP_026606880.1,394
KAK0730293.1,379
XP_025563178.1,383
PMD39128.1,367
KAI0110332.1,370
KAH0389454.1,290
KAF2852574.1,386
KZZ92311.1,384
RMY50746.1,399
XP_025512518.1,383
OSS48899.1,384
KAF3033680.1,384
KAI7538356.1,387
KAJ0166363.1,501,HH|202|439|#7df62d|PF00264_Common central domain of tyrosinase
KAG9753788.1,333
XP_009853153.1,396
KAG7079524.1,395
GJC82977.1,405
KAH0278421.1,389
KAK1701530.1,402
KAG9197767.1,384
KAK1758292.1,367
KAG9698062.1,390
KAJ8124243.1,437
KAH8724082.1,385
KAJ4333452.1,332
KZL67883.1,405
PBP21920.1,377
XP_001208556.1,379
KAF2737663.1,389
KFX96682.1,393
KAI6790841.1,386
KAF3032420.1,2177
RFN43635.1,387
KAF2822595.1,391
KAI4702390.1,336
XP_040671010.1,384
XP_025392999.1,383
XP_008079364.1,403,RE|1|15|#27220e|SignalP-TM_SignalP-TM,RE|1|15|#eebe41|SignalP-noTM_SignalP-noTM,HH|112|342|#7df62d|PF00264_Common central domain of tyrosinase
XP_040698099.1,384
XP_007916924.1,384
KAH7083569.1,383
KAE9366306.1,402,HH|112|343|#7df62d|PF00264_Common central domain of tyrosinase
KAJ9669504.1,320
KAF2270213.1,372
XP_024677888.1,389
KAK1749680.1,400,HH|105|336|#7df62d|PF00264_Common central domain of tyrosinase
XP_040689821.1,381
OAL00545.1,385
KAK1753572.1,391
KAK0745726.1,394
XP_041549476.1,384
OIW30463.1,378
KAH7374341.1,360,RE|1|14|#eebe41|SignalP-noTM_SignalP-noTM,HH|84|301|#7df62d|PF00264_Common central domain of tyrosinase
KAJ9644598.1,353
KAG9595188.1,390
XP_045997113.1,391
XP_033556125.1,391
KAF2999498.1,384
XP_044657090.1,434
KAH0355589.1,390
KAG9949539.1,389
KAI6880173.1,386
XP_023448752.1,435,RE|1|17|#27220e|SignalP-TM_SignalP-TM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|122|354|#7df62d|PF00264_Common central domain of tyrosinase
CAG8958332.1,384,RE|1|29|#27220e|SignalP-TM_SignalP-TM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|93|326|#7df62d|PF00264_Common central domain of tyrosinase
KAF2004572.1,333
GCB25759.1,383
XP_024695991.1,385
OBT61328.1,394
KAH7551932.1,384
KFY13117.1,1271
XP_033682375.1,392
GES66581.1,377
KAJ4323420.1,318
CAG7561879.1,387
KAG9547839.1,373
KAI0016289.1,370
KAF9699242.1,379
KAH0303642.1,390
KNG51769.1,726
KAJ4343819.1,379
KAI5924999.1,370
KAI7157269.1,387
KAI2889762.1,383
KAK1148498.1,333
CAD0018780.1,427
KAH7067809.1,356
KAI4718254.1,390
KAH0372532.1,389
XP_007776255.1,388,RE|1|18|#27220e|SignalP-TM_SignalP-TM,RE|1|23|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|16|#eebe41|SignalP-noTM_SignalP-noTM,HH|97|330|#7df62d|PF00264_Common central domain of tyrosinase
XP_001389935.1,383
KAI2830373.1,383
KAI3012877.1,383
XP_051302679.1,376
KAI4948928.1,736,HH|599|722|#9b6643|PF14681_Uracil phosphoribosyltransferase,HH|100|326|#7df62d|PF00264_Common central domain of tyrosinase
KAG9839085.1,390
KAK0648214.1,393
XP_033383831.1,372
KAB2099899.1,384
KAF7197717.1,400,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|112|345|#7df62d|PF00264_Common central domain of tyrosinase
XP_022479784.1,411
KAG7141896.1,373
KAH4022428.1,384
KAF3008598.1,379
KAH8592455.1,411,HH|110|351|#7df62d|PF00264_Common central domain of tyrosinase
KAK1781086.1,398,HH|100|340|#7df62d|PF00264_Common central domain of tyrosinase
KAF7527658.1,386,HH|100|327|#7df62d|PF00264_Common central domain of tyrosinase
KAH9821058.1,321
CAD0083225.1,653,HH|359|591|#7df62d|PF00264_Common central domain of tyrosinase,EL|54|76|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
KAG9529719.1,390
KAF5847603.1,384
KAF8850280.1,364,HH|80|306|#7df62d|PF00264_Common central domain of tyrosinase
KAJ4418022.1,396
THW32691.1,900,HH|396|719|#2ff3a2|PF14269_Arylsulfotransferase (ASST),RE|1|19|#27220e|SignalP-TM_SignalP-TM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|96|328|#7df62d|PF00264_Common central domain of tyrosinase,EL|858|880|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
XP_058360329.1,390
KAI4712391.1,382
XP_049133562.1,405
CAD0095170.1,389
KAH7374169.1,384
KAI8461004.1,270
KAF2715515.1,368
KAH0387599.1,390
KAJ4329607.1,390
KAK0656242.1,368
OBT44400.1,391
MCJ1445378.1,381,HH|95|323|#7df62d|PF00264_Common central domain of tyrosinase
KAH8907382.1,366,HH|81|305|#7df62d|PF00264_Common central domain of tyrosinase,EL|5|27|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
KAF1830579.1,360
MCJ1316301.1,407,HH|101|350|#7df62d|PF00264_Common central domain of tyrosinase
KAF3052247.1,417
PMD40334.1,356
KAG9553666.1,390
KAG9647605.1,390
PNS21213.1,388
KAJ4410422.1,384
GLA54483.1,446
KAH6150894.1,384
KAI6886968.1,249
KAI7230404.1,387
KAI8288536.1,402
KAH9907265.1,388,HH|99|328|#7df62d|PF00264_Common central domain of tyrosinase
KAH0278753.1,390
KAF2786526.1,362
KAH8651636.1,396
KFY75915.1,885,RE|1|20|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|105|336|#7df62d|PF00264_Common central domain of tyrosinase
CAG8960832.1,399,RE|1|16|#27220e|SignalP-TM_SignalP-TM,RE|1|13|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|16|#eebe41|SignalP-noTM_SignalP-noTM,HH|109|340|#7df62d|PF00264_Common central domain of tyrosinase
KFY31690.1,396
KXT07843.1,399
KAF2215550.1,359
XP_035335865.1,393
XP_024674144.1,384
KAG9671686.1,390
EXK81160.1,337
KAF4548008.1,394
PNS17318.1,408,RE|1|25|#27220e|SignalP-TM_SignalP-TM,RE|1|25|#eebe41|SignalP-noTM_SignalP-noTM,HH|120|350|#7df62d|PF00264_Common central domain of tyrosinase
KAJ0387667.1,402
KAK0750064.1,406,HH|107|321|#7df62d|PF00264_Common central domain of tyrosinase
KAF3031325.1,330
XP_014562210.1,779
KAK2026375.1,388
XP_044644362.1,394
KAK2038065.1,388
KAF3917085.1,389,HH|95|332|#7df62d|PF00264_Common central domain of tyrosinase
KAF4452131.1,387
KAH6667782.1,395
KAG9521318.1,390
OJJ66125.1,383
KAF2875087.1,370
CAI9635771.1,340
CAD0040993.1,372
CZT07384.1,391
KAF4312431.1,393
CZS93150.1,391
KAF9529259.1,390,RE|1|20|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|105|331|#7df62d|PF00264_Common central domain of tyrosinase
KAH7400848.1,385,RE|1|22|#27220e|SignalP-TM_SignalP-TM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|100|326|#7df62d|PF00264_Common central domain of tyrosinase
CZT48785.1,391
KAK0632957.1,354
XP_049236671.1,382
KFX99633.1,393
GKZ29772.1,383
XP_006692366.1,382
KAH6663009.1,396
RGP71029.1,390
TAQ86703.1,656,HH|161|290|#894674|PF03824_High-affinity nickel-transport protein,HH|59|129|#894674|PF03824_High-affinity nickel-transport protein,HH|379|597|#7df62d|PF00264_Common central domain of tyrosinase,EL|27|49|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.,EL|228|259|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.,EL|100|122|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.,EL|279|301|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.,EL|185|207|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
KAI4948253.1,388
EPS42846.1,389
XP_018034940.1,361
KAK1751086.1,385
CAG8979027.1,398
PSN67570.1,362
KAF3049190.1,318
KAG9698850.1,388
XP_058371068.1,300
KAF2026205.1,386
PMD29276.1,325,HH|54|268|#7df62d|PF00264_Common central domain of tyrosinase
OAL02828.1,383
XP_025463990.1,383
XP_038748627.1,393
KAI7165756.1,342
KAF2226261.1,390
KAI8240109.1,402
KAK0620750.1,397
KAK1850080.1,377
KAF5231152.1,390
XP_009256072.1,390
OQO23033.1,384
OQO30741.1,384
KAK0733790.1,372
XP_025577681.1,384
RMX86488.1,334
PTD08189.1,390
XP_016241505.1,363,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|81|304|#7df62d|PF00264_Common central domain of tyrosinase
KAJ8117331.1,700
KFY07699.1,397
KAF4827733.1,402
XP_031878418.1,402
CZS81434.1,390
KAH0443381.1,402
KAJ5014800.1,402
XP_046025409.1,390,RE|1|26|#27220e|SignalP-TM_SignalP-TM,HH|101|331|#7df62d|PF00264_Common central domain of tyrosinase
KFZ05988.1,1120
KAK1839078.1,402
KAJ4335233.1,404
PCD27231.1,390
KAF9882780.1,375
KAI4956623.1,370
KAK2030785.1,351
KAJ3946501.1,402
XP_049192964.1,419
XP_037179904.1,402
UZP38693.1,390
KAF2230288.1,404
XP_036496124.1,402
XP_016762719.1,438
XP_033560106.1,377
KAI8269068.1,402
OIW32818.1,303
PYH92409.1,384
XP_033531926.1,356,HH|67|296|#7df62d|PF00264_Common central domain of tyrosinase
KAF4842204.1,402
KAF4821266.1,402
KAK1995633.1,360
XP_009220966.1,377,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,HH|95|318|#7df62d|PF00264_Common central domain of tyrosinase
PMD30163.1,390,RE|1|21|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|21|#eebe41|SignalP-noTM_SignalP-noTM,HH|100|329|#7df62d|PF00264_Common central domain of tyrosinase
KAF0638622.1,390
OOF94014.1,383
KAI7702089.1,301
KAJ4413068.1,379
KAI8159668.1,402
XP_011322384.1,390
XP_045948540.1,383
KAE9364715.1,390
OQO14910.1,384
KAJ4985270.1,379
KAH9865134.1,382
XP_051289444.1,382
XP_003836752.1,382
XP_025453290.1,534
KAI0393935.1,400,RE|1|28|#27220e|SignalP-TM_SignalP-TM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|116|342|#7df62d|PF00264_Common central domain of tyrosinase
RDW75127.1,391,RE|1|18|#27220e|SignalP-TM_SignalP-TM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,HH|100|334|#7df62d|PF00264_Common central domain of tyrosinase
KAI7328378.1,394
KAI8248511.1,402
KHE82481.1,398
XP_046028366.1,370
KAK2059564.1,388
KAI7230432.1,301
EHA20926.1,550,RE|1|20|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|96|324|#7df62d|PF00264_Common central domain of tyrosinase
XP_026620634.1,540
RDK38708.1,540
RMX87928.1,394
VUC26344.1,390
KAF4932140.1,402
KAI7164280.1,394
XP_049126283.1,376
KAG8627161.1,395,RE|1|20|#27220e|SignalP-TM_SignalP-TM,RE|1|15|#eebe41|SignalP-noTM_SignalP-noTM,HH|105|337|#7df62d|PF00264_Common central domain of tyrosinase
XP_049247707.1,382
PPJ50635.1,434
CAG1968290.1,425
RMX85034.1,390
KAI7711120.1,394
KAI0156308.1,389,HH|104|331|#7df62d|PF00264_Common central domain of tyrosinase
XP_040715967.1,384
KFY54208.1,394
KAI6819054.1,394
KAI7231942.1,394
OAL50042.1,383
KAH6911014.1,388,HH|103|329|#7df62d|PF00264_Common central domain of tyrosinase
XP_051347908.1,388
KAI7563220.1,346
KAI7665044.1,346
RYO61364.1,387
TQN71771.1,378
CAG1979928.1,387
EQB48301.1,402
KAI4949001.1,382
KAJ5004380.1,402
KAF0327585.1,402
CAF3598850.1,387
KAI0152744.1,387
VUC36769.1,385
KAI0132820.1,392,HH|101|331|#7df62d|PF00264_Common central domain of tyrosinase
RVD83062.1,389
XP_049195570.1,382
KAH6614500.1,379
XP_033523760.1,421,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,HH|123|363|#7df62d|PF00264_Common central domain of tyrosinase
KAH5762789.1,371
KDN63849.1,380
KAK1960028.1,380
KAJ8117333.1,381
KAH7088058.1,386
KLU90559.1,377
RYN65392.1,387
XP_003651910.1,376
EYB23446.1,387
KAJ0285848.1,402
KAH7065964.1,371
XP_051354932.1,382
CCF34048.1,379
CAF3498673.1,425
XP_049252574.1,382
XP_028503746.1,387
XP_049253054.1,368
KAI7615706.1,346
KAE9372312.1,367
KAI4702432.1,382
KAI4712352.1,382
XP_008084579.1,406,RE|1|23|#27220e|SignalP-TM_SignalP-TM,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,HH|119|347|#7df62d|PF00264_Common central domain of tyrosinase
QPC71117.1,390
KAI7247552.1,366
KAI7565022.1,356
PTD06334.1,405
PSN68742.1,404,RE|1|32|#27220e|SignalP-TM_SignalP-TM,RE|1|25|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|25|#eebe41|SignalP-noTM_SignalP-noTM,HH|115|345|#7df62d|PF00264_Common central domain of tyrosinase
KAF5229867.1,412
PYI01641.1,384
XP_011325769.1,412
KAH6679761.1,329
CAG1993737.1,412
KAI1813920.1,400
XP_051325042.1,382
KAI7261144.1,394
XP_049193184.1,370
KAE9380220.1,330
KAI6866544.1,394
KAH3957057.1,371
XP_045994668.1,379
MCJ1387631.1,392
KAI7778289.1,291
KAF2653232.1,372
KAH3904263.1,371
MCJ1294457.1,390
RYN30768.1,387
XP_051588277.1,345
KAH7320654.1,392,RE|1|18|#27220e|SignalP-TM_SignalP-TM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,HH|107|333|#7df62d|PF00264_Common central domain of tyrosinase
KAH3968514.1,371
XP_051285761.1,388
KAB5586258.1,398
XP_045993769.1,381
KAB2107648.1,387
XP_043172348.1,371
PMD35222.1,330
KAI6793263.1,394
ORX98727.1,388,RE|1|29|#27220e|SignalP-TM_SignalP-TM,RE|1|27|#eebe41|SignalP-noTM_SignalP-noTM,HH|104|332|#7df62d|PF00264_Common central domain of tyrosinase,EL|13|30|#3cbbe1|TMhelix_Region of a membrane-bound protein predicted to be embedded in the membrane.
XP_018391406.1,387
RYN81586.1,371
KAI7089394.1,394
XP_038787814.1,387
XP_033549803.1,350
XP_049215782.1,370
RMZ11246.1,394
XP_051287309.1,370
XP_051355451.1,370
KAB2107791.1,371
XP_028505077.1,371
XP_038787927.1,371
KAI4948958.1,383
XP_040875908.1,389
KAB5562886.1,410
KAF3045664.1,318
RYN87633.1,387
KAJ5064834.1,737
KAH5398046.1,371
XP_009260717.1,387
KAG2001170.1,1031
KAK0653154.1,393
KAI6788613.1,394
TEA20676.1,386
KAI8625303.1,388
XP_018391546.1,362
OWY41804.1,387
KAK1711427.1,264
KAH8728712.1,420
KAI4707406.1,370
XP_007716397.1,779
TLD18399.1,377
XP_051302638.1,382
KAF7452633.1,384
CAI9626124.1,362
KAF3400006.1,357
KAH6632490.1,403
XP_008024409.1,769
KAI1539528.1,384
KAJ5038526.1,736
XP_053041235.1,393
KAK2009287.1,380
XP_003351009.1,398
USP77856.1,382
XP_031873206.1,394,RE|1|25|#eebe41|SignalP-noTM_SignalP-noTM,HH|101|337|#7df62d|PF00264_Common central domain of tyrosinase
KAI2476746.1,384
KAK1973441.1,380
XP_051299757.1,370
KAB2103450.1,383
KAG9189203.1,387
KAH6863796.1,386
KAI1815974.1,370
XP_018384042.1,386
KAF0634904.1,387
RYN53357.1,386
KAI6832051.1,394
KAJ4400385.1,368
XP_003664995.1,370
RMY77478.1,411
KAH8684847.1,329
KAH7068330.1,386
KAH6911013.1,350
KAF6806351.1,393
KAI8307650.1,369
KAH6841697.1,383
KAK1976398.1,387
XP_049236712.1,383
XP_014080381.1,777
KAK1590271.1,387
XP_049184949.1,388
KAJ6214135.1,777
KAJ6275327.1,782
KAH6630572.1,369
XP_018125918.1,398,RE|1|18|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|107|341|#7df62d|PF00264_Common central domain of tyrosinase
XP_036502076.1,393
XP_028510668.1,386
OQO14223.1,388,RE|1|25|#27220e|SignalP-TM_SignalP-TM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|97|330|#7df62d|PF00264_Common central domain of tyrosinase
KFY74221.1,398
TKX22523.1,395
KAJ4376779.1,318
XP_046020601.1,388
KAF9761559.1,381
KXH62734.1,404
XP_049230877.1,388
XP_003847727.1,420,RE|1|18|#27220e|SignalP-TM_SignalP-TM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|18|#eebe41|SignalP-noTM_SignalP-noTM,HH|127|360|#7df62d|PF00264_Common central domain of tyrosinase
PLN84065.1,383
RGP79772.1,386
RYN31265.1,387
XP_036574432.1,393
KAF3044846.1,350
RKU42615.1,375
XP_045963204.1,388
KAF0332633.1,396
USP77635.1,372,RE|1|27|#eebe41|SignalP-noTM_SignalP-noTM,HH|95|312|#7df62d|PF00264_Common central domain of tyrosinase
SMR64572.1,420
KAI8263672.1,393
KAI4625866.1,382
SMY29913.1,420
KAH8201224.1,391
TVY44172.1,395
THV93583.1,318
KFZ06263.1,398
XP_031872560.1,379
KAI4604923.1,388
OAL54456.1,421
THX07241.1,392
OBT80419.1,397
KAB5546844.1,379
KAI4625826.1,383
KAF1936482.1,418
SMR62080.1,419
KAG9189321.1,402,HH|95|312|#7df62d|PF00264_Common central domain of tyrosinase
KAK1996222.1,387
XP_049219226.1,388
SMQ56243.1,419
KAH7077521.1,386
KAF1917038.1,317
KAK1963319.1,393
XP_057049462.1,140
KAJ0316804.1,415
KAJ4413474.1,398
XP_033525280.1,384,RE|1|19|#eebe41|SignalP-noTM_SignalP-noTM,HH|95|325|#7df62d|PF00264_Common central domain of tyrosinase
KAE9968346.1,1006
KAK1501390.1,397
KAK0387760.1,388,HH|102|331|#7df62d|PF00264_Common central domain of tyrosinase
KXH51135.1,383
EXF78699.1,415
XP_007690463.1,773
TKA75529.1,390,RE|1|21|#27220e|SignalP-TM_SignalP-TM,RE|1|21|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|21|#eebe41|SignalP-noTM_SignalP-noTM,HH|98|333|#7df62d|PF00264_Common central domain of tyrosinase
KAF5678565.1,386
XP_053048151.1,415
TVY57329.1,402
THV99523.1,392
KAK1640487.1,414
TIC99532.1,383
XP_046054354.1,382
KAI6254661.1,377
KAI7064644.1,238
XP_046031576.1,418
RMY53718.1,412,HH|112|354|#7df62d|PF00264_Common central domain of tyrosinase
KAI4704002.1,418
XP_049245626.1,420
THY32902.1,392
KAG4027938.1,397
RGP63932.1,388
KAI1310851.1,388
XP_007695332.1,773
RDI79680.1,1031
XP_049214046.1,382
KAF5514310.1,393
OWY44916.1,386
XP_007841183.1,384
KAF6803774.1,393
XP_025594536.1,388
KAI3527940.1,415
XP_033597438.1,388,RE|1|23|#27220e|SignalP-TM_SignalP-TM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|17|#eebe41|SignalP-noTM_SignalP-noTM,HH|98|330|#7df62d|PF00264_Common central domain of tyrosinase
KAK1462679.1,415
KAB5559646.1,379
RAL63673.1,397
KAK1537421.1,415
KAK1978453.1,386
KAF3086359.1,389
XP_031882937.1,393
KAK0371382.1,415
KAI6318771.1,377
KAH6841740.1,382
KAK1639290.1,392
KPA39096.1,388
KXH30926.1,414
KAF3168368.1,389
KAF3197074.1,389
XP_051291118.1,420
KAK1489333.1,383
KAF4343961.1,383
RDW85706.1,391
XP_049215365.1,418
GAP89721.2,356
KAJ4291364.1,379
KAH3946529.1,388
KAI3531161.1,415
XP_003721393.1,377
KXH47492.1,392
KAK1721497.1,415
KAH5568805.1,388
OLN85061.1,393
XP_008097969.1,387
KAI4952165.1,418
KAE9975620.1,396
XP_051353389.1,307
KAH3920526.1,388
XP_051593426.1,325
RKK85909.1,387
KAJ5541701.1,324
XP_033658047.1,402
XP_037185185.1,393
RYO54455.1,382
KAH4223270.1,388
KAF6819056.1,393
KAF3197307.1,389
KAK2017618.1,352
KAF4851199.1,393
KAI9172303.1,456,HH|174|401|#7df62d|PF00264_Common central domain of tyrosinase
KAK1990894.1,387
KAI4623821.1,420
RYN81672.1,325
KAH6855934.1,372
KDN71871.1,393
KAJ3959802.1,393
KAI8168141.1,369
KAF4874650.1,393
KAK1476426.1,383
XP_035336034.1,415
KXH30873.1,415
KAA8617415.1,373
EXM26070.1,387
OBT86049.1,397
TEA18666.1,394
KAF3170913.1,389
XP_007682896.1,418
KXH30586.1,448,RE|1|28|#27220e|SignalP-TM_SignalP-TM,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|22|#eebe41|SignalP-noTM_SignalP-noTM,HH|110|338|#7df62d|PF00264_Common central domain of tyrosinase
KAJ0307190.1,393
KAI0582154.1,382
XP_043172392.1,382
CAG9953699.1,399
XP_043169833.1,417
TIA12789.1,392
XP_030993080.1,375
KAJ9133897.1,372
KAF1938081.1,374
EQB48287.1,393
XP_045265803.1,393
KAH9243226.1,393
KAH7409830.1,380
CAI9626843.1,383
KAK2047263.1,361
XP_007694839.1,418
XP_035335118.1,392
XP_035326763.1,383
KAH8837904.1,377
TDZ53111.1,394
KDN71086.1,380
KAF7441851.1,382
KAJ4402699.1,384
RYN44249.1,386
KAF4819700.1,393
KAI8257254.1,393
RGP76712.1,389
THY24688.1,392
EXA32277.1,387
KAF2000175.1,383
EXK79775.1,387
KAK1920259.1,384
XP_051329240.1,420
KAI8314789.1,369
XP_040789137.1,420
XP_049251024.1,420
KAK2056073.1,361
KAJ4368331.1,421
KXH51468.1,392
SPQ25703.1,382
TDZ24124.1,394
RYN75223.1,417
KAI4690283.1,388
XP_014562485.1,418
KAK1969298.1,386
XP_018385634.1,417
KAI6425297.1,377
XP_049232638.1,420
KAE8828877.1,417
THY97532.1,392
KAI5358156.1,440,RE|1|22|#27220e|SignalP-TM_SignalP-TM,RE|1|16|#eebe41|SignalP-noTM_SignalP-noTM,HH|134|366|#7df62d|PF00264_Common central domain of tyrosinase
KAF6817724.1,387,RE|1|22|#27220e|SignalP-TM_SignalP-TM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,RE|1|20|#eebe41|SignalP-noTM_SignalP-noTM,HH|101|329|#7df62d|PF00264_Common central domain of tyrosinase
PBP21500.1,283
KAI7641694.1,237
XP_038786537.1,382
XP_049151761.1,383
XP_008025459.1,418
XP_051589418.1,347
XP_014174460.1,399
KXH33064.1,383
KAI1265449.1,389
KAK1445685.1,383
RKK66432.1,387
EFQ86901.1,417
XP_029745323.1,375
KAI3546548.1,383
KAK1481117.1,383
CAA9964799.1,417
THX89027.1,392
KAI3336666.1,388
TEA19637.1,408
KAF2262185.1,373
